ano_registro,id_producto,titulo,tipo_producto,institucion,grupo_red,responsable
2011,300100432,RCEA-06-11722-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Rascón Chu Agustín
2011,300100433,RCEA-6-21894-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Recillas Mota Maricarmen Thalia
2011,300100434,RCEA-06-17199-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Rivera Domínguez Marisela
2011,300100435,RCEA-04-4416-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Román Pérez Rosario
2011,300100436,RCEA-02-2365-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Ruiz Luna Arturo
2011,300100437,RCEA-05-11535-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Salazar Solano Vidal
2011,300100438,RCEA-06-7527-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Sánchez Chávez Esteban
2011,300100439,RCEA-06-7571-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Sánchez Escalante Armida
2011,300100440,RCEA-05-5823-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Sandoval Godoy Sergio Alfonso
2011,300100441,RCEA-6-21675-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Sañudo Barajas Josefa Adriana
2011,300100442,RCEA-06-11726-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Sepúlveda Ahumada David Roberto
2011,300100443,RCEA-06-11649-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Siller Cepeda Jorge Humberto
2011,300100444,RCEA-06-7513-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Sotelo Mundo Rogerio Rafael
2011,300100445,RCEA-06-6719-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Soto Rodríguez Sonia Araceli
2011,300100446,RCEA-06-6730-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Soto Valdez Herlinda
2011,300100447,RCEA-05-13437-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Taddei Bringas Isabel Cristina
2011,300100448,RCEA-06-10589-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Tiznado Hernández Martín Ernesto
2011,300100449,RCEA-6-21933-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Torres Llanez María de Jesús
2011,300100450,RCEA-06-7568-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Torrescano Urrutia Gastón Ramón
2011,300100451,RCEA-06-16083-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Troncoso Rojas Rosalba
2011,300100452,RCEA-06-13161-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Valdez Torres José Benigno
2011,300100453,RCEA-03-3933-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Valenzuela Quintanar Ana Isabel
2011,300100454,RCEA-02-2364-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Valenzuela Soto Elisa Miriam
2011,300100455,RCEA-06-6714-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vallejo Galland Belinda
2011,300100456,RCEA-06-7047-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vargas Albores Armando Francisco
2011,300100457,RCEA-06-7423-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vargas Arispuro Irasema del Carmen
2011,300100458,RCEA-06-6914-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vázquez Moreno Luz
2011,300100459,RCEA-04-4761-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vera Noriega José Angel
2011,300100460,RCEA-06-7245-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Yépiz Plascencia Gloria Martína
2011,300100461,RCEA-06-19951-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Zamudio Flores Paul Baruk
2011,300100462,Evaluadores Acreditados por Conacyt (RCEA-Conacyt),Consultores certificados,Conacyt -RCEA,Sin dato,Sánchez Chávez Esteban
2011,300100465,Representante del CIAD ante el consejo consultivo de la comisión estatal para el desarrollo de los pueblos y comunidades indígenas del estado de sonora,Consultores certificados,CEDIS,Sin dato,"Luque Agraz Diana María Perfecta,Salazar Antúnez Gilda"
2011,300100467,Autorización de Terceros Especialistas en Buenas Prácticas Agrícolas,Consultores certificados,"CAADES, SENASICA, CIDH",Sin dato,Contreras Martínez Rosalba
2011,300100469,Tercero especialista en Sistemas de Reducción de Riesgos de Contaminación. Clave: DGIAAP-11-TEA-SRRC-25-008,Consultores certificados,SAGARPA-SENASICA,Sin dato,Báez Sañudo Manuel Alonzo
2011,300100330,Evaluador Acreditado ante EMA,Evaluadores certificados por EMA,EMA,Sin dato,Domínguez Jiménez Virginia Patricia
2011,300100333,"Padrón Nacional de Evaluadores, Entidad Mexicana de Acreditación, A.C.",Evaluadores certificados por EMA,"Entidad Mexicana de Acreditación, A.C",Sin dato,Calvario Martínez Omar
2011,300100340,Acreditación N. SA-0329-004/11,Laboratorios acreditados,"entidad mexicana de acreditación, a.c.",Sin dato,Martínez Montoya Marco Cesar de Jesus
2011,300100464,NMI Proficiency Study AQA 10-13,Laboratorios acreditados,"Chemical Proficiency Testing., National Mesurement Instititute. Autralian Government",Sin dato,"González León Alberto,Carvallo Ruiz Tania"
2011,300100466,Acreditación del Organismo de Certificación en el pliego de condiciones para el uso de la marca oficial México Calidad Suprema,Laboratorios acreditados,Sin dato,Sin dato,Martínez Téllez Miguel Ángel
2011,300100468,Acreditación como Laboratorio de Ensayos de acuerdo a los Requisitos establecidos en la Norma Mexicana NMX-EC-17025-IMNC-2006 (ISO/IEC 17025:2005) para las actividades de evaluación de la conformidad en la rama: Sanidad Agropecuaria,Laboratorios acreditados,Entidad Mexicana de Acreditación y las empresas que requieren servicios de plaguicidas a nivel nacional y regional,Sin dato,Bastidas Bastidas Pedro de Jesús
2011,300100463,Participacion del Laboratorio en Ensayo de Aptitud Tecnica en Analisis de Residuos de Pesticidas a nivel mundial,Mantenimiento o ampliación de la acreditación,Autralian Goverment. National Mesurement Institute,Sin dato,González León Alberto
2011,300100470,Manteinimiento de Acreditación  SA-040-001/08,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de acreditación,Sin dato,Vázquez Moreno Luz
2011,300100471,Laboratorio de Aseguramiento de la Calidad Microbiológica de Alimentos,Mantenimiento o ampliación de la acreditación,entidad mexicana de acreditación,Sin dato,Acedo Félix Evelia
2012,300100472,Registro CONACYT de Evaluadores Acreditados (RCEA),Consultores certificados,CONACYT,Sin dato,Montoya Rodríguez Leobardo
2012,300100477,AUDITOR LIDER CERTIFICADO ISO 22000:2005,Consultores certificados,FOOD SAFETY INTERNATIONAL NETWORK,Sin dato,Montoya Rodríguez Leobardo
2012,300100478,RCEA-03-3933-2003,Consultores certificados,CONACYT,Sin dato,Valenzuela Quintanar Ana Isabel
2012,300100479,RCEA-06-11723-2012,Consultores certificados,CONACyT,Sin dato,Carvajal Millán Elizabeth
2012,300100480,RCEA-06-11722-2012,Consultores certificados,CONACyT,Sin dato,Rascón Chu Agustín
2012,300100481,RCEA-06-16043-2012,Consultores certificados,CONACyT,Sin dato,Lizardi Mendoza Jaime
2012,300100482,RCEA-06-18292-2012,Consultores certificados,CONACyT,Sin dato,López Franco Yolanda Leticia
2012,300100484,Registro de Evaluadores Acreditados (RCEA),Consultores certificados,Sistema Nacional de Evaluación Científica y Tecnológica (SINECYT),Sin dato,Bracamontes Nevárez Joaquín
2012,300100485,Registro RCEA,Consultores certificados,CONACYT,Sin dato,Gómez Jiménez Silvia
2012,300100486,Registro de Evaluadores Acreditados (RCEA),Consultores certificados,Sistema Nacional de Evaluación Cientifica,Sin dato,Huesca Reynoso Luis
2012,300100487,Consultor de CONACyT,Consultores certificados,CONACyT,Sin dato,Hernández González Crisantema
2012,300100488,"Evaluador Acreditado (RCEA), Area VI Biotecnología y Agropecuarias",Consultores certificados,Sistema Nacional de Investigadores,Sin dato,Troncoso Rojas Rosalba
2012,300100489,Certificado de Acreditación ante el Foro Internacioinal de Acreditación,Laboratorios acreditados,Foro Internacional de Acreditación / entidad mexicana de acreditación,Sin dato,Martínez Téllez Miguel Ángel
2012,300100491,Acreditación para el uso del logo de México Calidad Suprema,Laboratorios acreditados,Secretaría de Economía,Sin dato,Martínez Téllez Miguel Ángel
2012,300100490,Actualización de la acreditación como Organismo de Certificación de Producto bajo la norma NMX-EC-065-IMNC-2000,Mantenimiento o ampliación de la acreditación,Entidad mexicana de acreditación,Sin dato,Martínez Téllez Miguel Ángel
2012,300100495,TERCERO ESPECIALISTA EN SISTEMAS DE REDUCCION DE RIESGOS DE CONTAMINACION,Consultores certificados,SAGARPA - SENASICA,Sin dato,Báez Sañudo Manuel Alonzo
2012,300100496,"Evaluador certificado, laboratorios de ensayo, agua",Evaluadores certificados por EMA,"Entidad Mexicana de Acreditación, A.C.",Sin dato,Calvario Martínez Omar
2012,300100493,Organismo de Certificación de Producto bajo la norma NMX-EC-065-IMNC-2000,Mantenimiento o ampliación de la acreditación,ema,Sin dato,Muy Rangel María Dolores
2012,300100498,Registro Conacyt de Evaluadores Acreditados area VI,Consultores certificados,Conacyt convocatoria fondo estimulos innovacion tecnológica,Sin dato,Allende Molar Raul
2012,300100497,Acreditación como laboratorios de ensayos de acuerdo a los requisitos establecidos en la norma Mexicana NMX-EC-17025-IMNC-2006 (ISO/IEC 17025:2005) para las actividades de evaluación de la conformidad en la Rama Sanidad Agropecuaria. Laboratorio de Análisis de Residuos de Plaguicidas. Acreditación SA-0328-003/11,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación A.C. (ema),Sin dato,Martínez Montoya Marco Cesar de Jesus
2012,300100499,Acreditación como laboratorios de ensayos de acuerdo a los requisitos establecidos en la norma Mexicana NMX-EC-17025-IMNC-2006 (ISO/IEC 17025:2005) para las actividades de evaluación de la conformidad en la Rama Sanidad Agropecuaria. Laboratorio de Microbiología Ambiental y de Alimentos. Acreditación SA-0329-004/11,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación A.C. (ema),Sin dato,Martínez Montoya Marco Cesar de Jesus
2012,300100500,Registro CONACYT de Evaluadores Acreditados,Consultores certificados,CONACYT,Sin dato,Calvario Martínez Omar
2012,300100501,Consultor Certificado RCEA-CONACyT,Consultores certificados,Consejo Nacional de Ciencia y Tecnología (Registro de Consultores Especialistas Acreditados),Sin dato,Vallejo Galland Belinda
2012,300100502,Consultor Certificado RCEA-CONACyT,Consultores certificados,Consejo Nacional de Ciencia y Tecnología (Registro de Consultores Especialistas Acreditados),Sin dato,González Córdova Aarón Fernando
2012,300100503,Evaluadores Acreditados por Conacyt RCEA.CONACYT 2012,Consultores certificados,CONACYT,Sin dato,Sánchez Chávez Esteban
2012,300100504,Registro CONACYT de Evaluadores Acreditados,Consultores certificados,CONACYT,Sin dato,Hernández López Jesús
2012,300100508,Evaluador Acreditado Convocatoria Becas al extranjero Conacyt,Consultores certificados,"Conacyt, Coecyt y Gobierno del Estado de Sinaloa",Sin dato,Sañudo Barajas Josefa Adriana
2012,300100507,Renovación de Acreditación del Laboratorio de Residuos Tóxicos por la Entidad MExicana de Acreditación,Laboratorios acreditados,Entidad Mexicana de Acreditación,Sin dato,Vázquez Moreno Luz
2012,300100505,Mantenimiento de la Acreditación del LACMA A-048-008/09.,Mantenimiento o ampliación de la acreditación,entidad mexicana de acreditación,Sin dato,Acedo Félix Evelia
2012,300100511,Evaluador Acreditado (RCEA),Consultores certificados,CONACYT,Sin dato,Asaff Torres Ali Jesús
2012,300100510,Aprobación de métodos nuevos por SENASICA SAGARPA,Laboratorios acreditados,SAGARPA  SAENASICA,Sin dato,Vázquez Moreno Luz
2012,300100509,Métodos aprobados por SENASICA,Mantenimiento o ampliación de la acreditación,SENASICA,Sin dato,Vázquez Moreno Luz
2012,300100513,Integrante de BioRed,Consultores certificados,CONACyT,Sin dato,Ávila Quezada Graciela Dolores
2012,300100514,RCEA-06-07226-2012,Consultores certificados,CONACyT,Sin dato,González Aguilar Gustavo Adolfo
2013,300100577,"Consultor Tecnológico Especialista, clave RCCT-E00123 vigente",Consultores certificados,Conacyt,Sin dato,González León Alberto
2013,300100578,Registro RCEA-07-07869-2002,Consultores certificados,Conacyt,Sin dato,Islas Rubio Alma Rosa
2013,300100579,Mantenimiento de la acreditación No. A-048-008/09 como laboratorio de ensayo en la rama alimentos de conformidad con la norma NMX-EC-17025-IMNC-2006,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación A.C.,Sin dato,Acedo Félix Evelia
2013,300100516,evaluadora RCEA del CONACyT,Consultores certificados,CONACYT,Sin dato,Ávila Quezada Graciela Dolores
2013,300100517,Mantenimiento de la Acreditación del Laboratorio de residuos Tóxicos de CIAD,Mantenimiento o ampliación de la acreditación,Entidad mexicana de Acreditación EMA,Sin dato,Vázquez Moreno Luz
2013,300100518,Capacitación en tecnologías de irradiación por rayos X y haz de electrones,Consultores certificados,National Center for Electron Beam Research,Sin dato,Madera Santana Tomás Jesús
2013,300100519,"Miembro del registro CONACYT de evaluadores acreditados (RCEA),",Consultores certificados,CONACYT,Sin dato,García Estrada Raymundo Saúl
2013,300100520,Miembro del Registro Conacyt de Evaluadores Acreditados,Consultores certificados,Conacyt,Sin dato,Allende Molar Raul
2013,300100521,Evaluador Acreditado (RCA),Consultores certificados,CONACYT,Sin dato,García Rico Leticia
2013,300100522,Evaluador Acreditado,Consultores certificados,CONACYT,Sin dato,Esparza Romero Julian
2013,300100523,Miembro del registro conacyt de evaluadores acreditados,Consultores certificados,Conacyt,Sin dato,Rodríguez Ibarra Luz Estela
2013,300100524,Miembro del registro CONACYT de evaluadores acreditados,Consultores certificados,CONACyT,Sin dato,Abdo De la Parra María Isabel
2013,300100525,Registro CONACYT de Evaluadores Acreditados (RCEA),Consultores certificados,CONACyT,Sin dato,Aispuro Hernández Emmanuel
2013,300100526,Food Defense. Calidad y Seguridad Alimentaria,Consultores certificados,"BRS Food Safety, Food Safety International Network",Sin dato,Montoya Rodríguez Leobardo
2013,300100527,Auditor Lider Certificado: ISO 22000:2005,Consultores certificados,Food Safety International Network,Sin dato,Montoya Rodríguez Leobardo
2013,300100528,Certificado de control de calidad y validación de métodos  cualitativos.,Consultores certificados,ACG,Sin dato,Montoya Rodríguez Leobardo
2013,300100542,Evaluador acreditado y perteneciente al RCEA de CONACyT,Consultores certificados,CONACyT,Sin dato,Ayala Zavala Jesús Fernando
2013,300100532,"Miembro del Registro CONACYT de evaluadores acreditados (RCEA), en el Área VI.- Biotecnología y Agropecuarias, con el registro número RCEA-06-9569-2004.",Consultores certificados,CONACYT,Sin dato,Montoya Rodríguez Leobardo
2013,300100534,Evaluador RCEA-Conacyt 2013,Consultores certificados,Conacyt,Sin dato,Sánchez Chávez Esteban
2013,300100535,"Miembro del Comité Técnico Consultivo del Consejo Estatal de Ciencia, Tecnología e Innovación de Chihuahua",Consultores certificados,"Consejo Estatal de Ciencia, Tecnología e Innovación de Chihuahua",Sin dato,Sánchez Chávez Esteban
2013,300100536,Evaluador Acreditado de Fundación Produce Chihuahua,Consultores certificados,Fundación Produce Chihuahua,Sin dato,Sánchez Chávez Esteban
2013,300100537,Miembro del Comité Técnico Consultivo de Fundación Produce Chihuahua,Consultores certificados,Fundación Produce Chihuahua,Sin dato,Sánchez Chávez Esteban
2013,300100538,Evaluadores Acreditados RCEA 2013,Consultores certificados,CONACYT,Sin dato,Carvajal Millán Elizabeth
2013,300100539,Evaluadores Acreditados RCEA 2013,Consultores certificados,CONACYT,Sin dato,Lizardi Mendoza Jaime
2013,300100540,Evaluadores Acreditados RCEA 2013,Consultores certificados,CONACYT,Sin dato,López Franco Yolanda Leticia
2013,300100541,Registro de CONACyT como Evaluador Acreditado,Consultores certificados,CONACyT,Sin dato,Ayala Zavala Jesús Fernando
2013,300100543,Consultor certificado por CONACYT,Consultores certificados,CONACYT,Sin dato,Vargas Arispuro Irasema del Carmen
2013,300100544,RCEA-06-07226-2012,Consultores certificados,CONACyT,Sin dato,González Aguilar Gustavo Adolfo
2013,300100545,RCEA-05-11554-2006,Consultores certificados,CONACyT,Sin dato,Huesca Reynoso Luis
2013,300100546,Miembro del Registro CONACYT ce Evaluadores Acreditados (RCEA),Consultores certificados,Fondo Sectorial SAGARPA CONACYT,Sin dato,Almazán Rueda Pablo
2013,300100548,Registro CONACyT de Consultores certificados RCEA,Consultores certificados,Consejo Nacional de Ciencia y Tecnología,Sin dato,Martínez Téllez Miguel Ángel
2013,300100549,Registro de evaluador acreditado de Conacyt (RCEA),Consultores certificados,Consejo Nacional de Ciencia y Tecnología,Sin dato,Balandrán Quintana René Renato
2013,300100550,TERCERO ESPECIALISTA EN SISTEMAS DE REDUCCION DE RIESGOS DE CONTAMINACION,Consultores certificados,SAGARPA SENASICA,Sin dato,Báez Sañudo Manuel Alonzo
2013,300100552,Evaluador Acreditado CONACYT,Consultores certificados,Consejo Nacional de Ciencia y Tecnología (CONACYT),Sin dato,Mendoza Wilson Ana María
2013,300100553,Evaluadores Acreditados RCEA,Consultores certificados,Diversas instituciones y empresas,Sin dato,Hernández González Crisantema
2013,300100557,Evaluador Acreditado RCEA,Consultores certificados,CONACYT,Sin dato,Quihui Cota Luis
2013,300100558,CONSTANCIA DE PARTICIPACION ANTE CONACYT,Consultores certificados,CONACYT,Sin dato,Madera Santana Tomás Jesús
2013,300100559,EVALUADOR DE PROPUESTAS EN EL CONSEJO MEXIQUENSE DE CIENCIA Y TECNOLOGIA,Consultores certificados,CONSEJO MEXIQUENSE DE CIENCIA Y TECNOLOGIA,Sin dato,Madera Santana Tomás Jesús
2013,300100555,Evaluador de Proyectos de Investigación,Evaluador certificado por EMA,Universidad de Sonora,Sin dato,Quihui Cota Luis
2013,300100560,Evaluadores Acreditados RCEA 2013,Consultores certificados,CONACYT,Sin dato,Rascón Chu Agustín
2013,300100561,Registro RCEA,Consultores certificados,CONACYT,Sin dato,Gómez Jiménez Silvia
2013,300100562,Miembro de la Comisión de Evaluadores del índice de Revistas Mexicanas de Investigación Cinetífica y TEcnológica del Conacyt Area 6 Biotecnología y Ciencias Agropecuarias,Consultores certificados,Conacyt,Sin dato,Sánchez Chávez Esteban
2013,300100564,Consultores Certificados por CONACYT,Consultores certificados,CONACYT,Sin dato,Vallejo Galland Belinda
2013,300100565,Registro CONACYT de Evaluadores Acreditados,Consultores certificados,CONACYT,Sin dato,Calvario Martínez Omar
2013,300100566,RCEA-03-3933-2003,Consultores certificados,CONACYT,Sin dato,Valenzuela Quintanar Ana Isabel
2013,300100567,Registro CONACYT RCEA-06-07245-2002,Consultores certificados,CONACYT,Sin dato,Yépiz Plascencia Gloria Martína
2013,300100568,Miembro del Joint FAO/WHO Expert Committee on Food Additives (JECFA),Consultores certificados,FAO/WHO Organización de las Naciones Unidas (ONU),Sin dato,González Córdova Aarón Fernando
2013,300100569,Evaluador certificador del RCEA,Consultores certificados,Conacyt,Sin dato,Sañudo Barajas Josefa Adriana
2013,300100570,RCEA CONACYT,Consultores certificados,CONACyT-RCEA,Sin dato,González Córdova Aarón Fernando
2013,300100571,Registro CONACYT de Evaluadores Acreditados (RCEA),Consultores certificados,CONACYT,Sin dato,Hernández López Jesús
2013,300100572,"Miembro del Registro CONACYT de Evaluadores Acreditados (RCEA) del Area VI, con número RCEA -06 -07568-2002",Consultores certificados,CONACYT,Sin dato,Torrescano Urrutia Gastón Ramón
2013,300100576,Registro CONACYT RCEA-06-06729-2012,Consultores certificados,Conacyt,Sin dato,Báez Sañudo Reginaldo
2013,300100573,Mantenimiento de la acreditación No. AG-0058-007/11 como laboratorio de ensayo en la rama de agua de conformidad con la norma NMX-EC-17025-imnc-2006 (ISO/IEC17025:2005),Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación A.C.,Sin dato,Báez Sañudo Reginaldo
2013,300100574,"Mantenimiento de la acreditación No.SA-0031-004/11 como laboratorio de ensayo en la rama de sanidad agropecuaria, de conformidad con la norma NMX-EC-17025-IMNC-2006",Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación A.C.,Sin dato,Báez Sañudo Reginaldo
2013,300100575,Mantenimiento de la acreditación No. A-0023-002/12 como laboratorio de ensayo en la rama de alimentos de conformidad con la norma NMX-EC-17025-IMNC-2006,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación A.C.,Sin dato,Báez Sañudo Reginaldo
2014,300100580,Miembro del Registro CONACYT de Evaluadores Acreditados (RCEA),Consultores certificados,Consejo Nacional de Ciencia y Tecnología,Sin dato,Martínez Porchas Marcel
2014,300100586,Ampliación de métodos de la acreditación No. A-0023-002/12,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación - EMA,Sin dato,Báez Sañudo Reginaldo
2014,300100587,Confirmación de Vigencia de la Acreditación AG-0058-007/11,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación A.C. - EMA,Sin dato,Báez Sañudo Reginaldo
2014,300100588,Confirmación de Vigencia de la Acreditación A-0023-002/12,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación A.C. - EMA,Sin dato,Báez Sañudo Reginaldo
2014,300100589,Confirmación de Vigencia de la Acreditación SA-0031-004/11 laboratorio de ensayo en la rama de sanidad agropecuaria,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación A.C. - EMA,Sin dato,Báez Sañudo Reginaldo
2014,300100590,"Licencia de Operación para la utilización de radionúclidos en el CIAD, A.C. unidad Hermosillo",Mantenimiento o ampliación de la acreditación,Comisión Nacional de Seguridad Nuclear y Salvaguardas,Sin dato,Tiznado Hernández Martín Ernesto
2014,300100591,Registro Conacyt de Evaluadores Acreditados (2014),Consultores certificados,CONACyT,Sin dato,González Aguilar Gustavo Adolfo
2014,300100592,Miembro del Registro CONACYT de Evaluadores Acreditados (RCEA),Consultores certificados,CONACYT,Sin dato,Montoya Rodríguez Leobardo
2014,300100593,Auditor Lider Certificado ISO:22000:2005,Consultores certificados,Food Safety International Network,Sin dato,Montoya Rodríguez Leobardo
2014,300100594,"Food Defense, Dilplomado en Calidad y Seguridad Alimentaria",Consultores certificados,"BRS, Empresa  acreditada por la ISO/IEC 17024:2005",Sin dato,Montoya Rodríguez Leobardo
2014,300100596,Evaluador Acreditado. CONACYT. Registro RCEA. 02/Ene/2012,Consultores certificados,CONACYT,Sin dato,Esparza Romero Julian
2014,300100598,Evaluadores Acreditados RCEA,Consultores certificados,CONACyT,Sin dato,Hernández González Crisantema
2014,300100599,Consultor RCEA,Consultores certificados,CONACYT,Sin dato,Vargas Arispuro Irasema del Carmen
2014,300100600,CONSULTOR ACREDITADO RCEA-CONACYT,Consultores certificados,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGÍA,Sin dato,Martínez Téllez Miguel Ángel
2014,300100601,Mantenimiento de acreditación de organismo de certificación,Mantenimiento o ampliación de la acreditación,ENTIDAD MEXICANA DE ACREDITACIÓN,Sin dato,Martínez Téllez Miguel Ángel
2014,300100602,Evaluador de proyectos CONACYT Ciencia Básica (como miembro acreditado de evaluadores RCEA),Consultores certificados,CONACYT,Sin dato,Noriega Orozco Lorena Olivia
2014,300100603,RCEA,Consultores certificados,Registro RCEA,Sin dato,Hernández López Jesús
2014,300100604,Registro Conacyt de Evaluadores Acreditados (RCEA),Consultores certificados,Consejo Nacional de Ciencia y Tecnología (CONACYT),Sin dato,Balandrán Quintana René Renato
2014,300100605,Miembro del registro de conacyt de evaluadores acreditados,Consultores certificados,Conacyt,Sin dato,Rodríguez Ibarra Luz Estela
2014,300100606,Miembro del registro CONACyT de Evaluadores acreditados,Consultores certificados,CONACyT,Sin dato,Abdo De la Parra María Isabel
2014,300100622,Consultor Certificado (CONACYT),Consultores certificados,Consejo Nacional de Ciencia y Tecnología,Sin dato,Quihui Cota Luis
2014,300100607,Mantenimiento de la Acreditacion del Laboratorio de Residuos Tóxicos,Laboratorios acreditados,Entidad Mexicana de Acreditación,Sin dato,Vázquez Moreno Luz
2014,300100608,Evaluador Acreditado (RCEA: Registro Conacyt de Evaluadores Acreditados),Consultores certificados,CONACYT,Sin dato,Carvajal Millán Elizabeth
2014,300100609,Evaluador Acreditado (RCEA: Registro Conacyt de Evaluadores Acreditados),Consultores certificados,Conacyt,Sin dato,Lizardi Mendoza Jaime
2014,300100611,Miembro del Registro CONACYT de evaluadores acreditados (RCEA),Consultores certificados,CONACYT,Sin dato,Almazán Rueda Pablo
2014,300100613,"Inducción a la Norma ISO 9001:2008, ""Sistema de Gestión de la Calidad - Requisitos"".",Consultores certificados,Axif,Sin dato,Castro Del Campo Nohelia
2014,300100614,NORMA NMX-EC-17025-IMNC-2006,Consultores certificados,AXIF,Sin dato,Castro Del Campo Nohelia
2014,300100612,Mantenimiento de la Acreditación LACMANo. A-048-008/09,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación,Sin dato,Acedo Félix Evelia
2014,300100615,Consultor certificado registro RCEA CONACYT,Consultores certificados,CONACYT,Sin dato,Gómez Jiménez Silvia
2014,300100616,Registro CONACYT de Evaluadores Acreditados 2014,Consultores certificados,Consejo Nacional de Ciencia y Tecnología,Sin dato,López Franco Yolanda Leticia
2014,300100617,"Joint FAO/WHO Expert Committee on Food Aditives (JECFA) 2012-2016 -Food Additives, Contaminants and Natural Toxins Committee-",Consultores certificados,FAO/WHO,Sin dato,González Córdova Aarón Fernando
2014,300100618,Registro CONACyT de Evaluadores Acreditados,Consultores certificados,CONACyT,Sin dato,Calvario Martínez Omar
2014,300100619,Consultor certificado por RCEA CONACyT,Consultores certificados,Consejo Nacional de Ciencia y Tecnología (CONACyT) Registro de Consultores Especialistas Acreditados,Sin dato,González Córdova Aarón Fernando
2014,300100620,Consultor Certificado RCEA Conacyt,Consultores certificados,Conacyt- Registro de Consultores especialistas acreditados,Sin dato,Vallejo Galland Belinda
2014,300100621,MIEMBRO DE LA RCEA-CONACYT,Consultores certificados,Conacyt,Sin dato,Sañudo Barajas Josefa Adriana
2015,300100623,Evaluador en el Registro Conacyt de Evaluadores Acreditados,Consultores certificados,Conacyt,Sin dato,Allende Molar Raul
2015,300100624,"Experto Técnico en Laboratorios de Ensayo, Agua (Absorción atómica en agua residual y agua marina)",Evaluadores certificados por EMA,EMA,Sin dato,Domínguez Jiménez Virginia Patricia
2015,300100625,Auditor interno en Sistemas de Gestiòn de la Calidad ISO 19011:2011,Consultores certificados,Certificación NYCE,"Se esta trabajando para la acreditación del Laboratorio de Diagnostico Molecular en el CIAD Mazatlàn, por lo que son necesarias varias acreditaciones",Montoya Rodríguez Leobardo
2015,300100626,Registro Conacyt de Evaluadores Acreditados (RCEA) RCEA­06­10612­2005,Consultores certificados,Consejo Nacional de Ciencia y Tecnología,Sin dato,Balandrán Quintana René Renato
2015,300100627,Miembro del Registro Conacyt de Evaluadores Acreditados RCEA-06-09569-2004,Consultores certificados,CONACYT,Sin dato,Montoya Rodríguez Leobardo
2015,300100629,mantenimiento de acreditación organismo de certificación,Mantenimiento o ampliación de la acreditación,"Entidad Mexicana de Acreditación , A.C.",Sin dato,Martínez Téllez Miguel Ángel
2015,300100630,Acreditación como laboratorio de ensayos de acuerdo a los requisitos establecidos en la Norma Mexicana  NMX-EC-17025-IMNC-2OO6 PARA LAS ACTIVIDADES DE EVALUACIÓN DE LA CONFORMIDAD EN LA RAMA sANIDAD aGROPECUARIA,Laboratorios acreditados,Entidad Mexicana de Acreditación,"Laboratorio de Diagnóstico Molecular del CIAD, unidad Mazatlán",Montoya Rodríguez Leobardo
2015,300100631,Registro Conacyt de Evaluadores Acreditados (RCEA),Consultores certificados,Conacyt,Evaluadores acreditados de Conacyt,Sánchez Chávez Esteban
2015,300100633,registro conacyt de evaluadores acreditados (2015),Consultores certificados,CONACYT,Sin dato,González Aguilar Gustavo Adolfo
